obs_days,mode,oof_inv_mae,raw_cov80,cal_mult80,cal_cov80,raw_cov50,cal_mult50,cal_cov50
0,none,18.946363542351474,0.8002284282661558,1.0,0.8002284282661558,0.5105224375506595,1.0,0.5105224375506595
1,pooled,18.933495602906675,0.7890283800072007,1.0253085792064667,0.8000015653616768,0.4974328068500227,1.0052483975887299,0.5
2,pooled,18.817532331172924,0.7916910083290214,1.0205603539943695,0.8000033382851229,0.4956018093505366,1.0096020251512527,0.5
3,pooled,18.68414036111264,0.7900033965569638,1.0243941247463226,0.8000053629846797,0.4930549348397361,1.0136039108037949,0.5
5,branch,17.887684394052236,0.7882591936660068,1.0275544226169586,0.8,0.4911032399208251,1.0230548977851868,0.5
8,branch,13.650849978268344,0.7872030821253361,1.0335013568401337,0.8000083150863383,0.48655727708639374,1.0332309305667877,0.5
10,branch,10.68613672772692,0.7883774657899414,1.0289884060621262,0.8,0.49529056335525146,1.0113874822854996,0.5
