obs_days,mode,oof_inv_mae,raw_cov80,cal_mult80,cal_cov80,raw_cov50,cal_mult50,cal_cov50
0,none,35.367499759933224,0.7999926313462531,1.0000000149011612,0.8,0.5279861469309557,1.0,0.5279861469309557
1,pooled,30.323206106265253,0.7928009016483258,1.0133177489042282,0.8000015653616768,0.5142213108338681,1.0,0.5142213108338681
2,pooled,30.335958358637484,0.7916576254777921,1.0159456133842468,0.8000116839979302,0.5031046051643271,1.0,0.5031046051643271
3,branch,21.944591856962386,0.7889129230054166,1.024298682808876,0.8000053629846797,0.49965140599581687,1.0006895065307617,0.5
5,branch,18.39971774730043,0.7893843108657151,1.0221153050661087,0.8,0.49571830398999894,1.0065552294254303,0.5
8,branch,13.69266332814323,0.7895035893456027,1.0229588747024536,0.8000083150863383,0.5058898528229718,1.0,0.5058898528229718
10,branch,10.428954316186825,0.790741069841834,1.0175734758377075,0.8,0.50934778745335,1.0,0.50934778745335
